日期,评论,评分
2016-07-13,去故宫要提前在网上预约，可以提前7天，网上支付后，直接刷身份证就可以了。如果买了珍宝馆的票，提早2小时去，故宫中轴线至少两小时，加上一些偏殿，很快地走都要6小时，如果有老人小孩，请延长一倍。珍宝馆很值得看，很多难得一见的珍宝；故宫下午4点不进乾清宫，就不让进了，四点半就开始清场，最好一早8:30开门时就过来，天安门广场需要安检才能进去，进天安门城楼要存包，水都不能带进去，看完城楼就赶紧进故宫，先走中轴线，有空再走旁边的大殿。,5
2016-07-02,乘地铁1号线到天安门东下，交通挺方便，故宫买票需要身份证，没有证明自己身份的证件是不能买票的，到时候不要忘记，买的学生票只需要20元，整个故宫很大，每个地方逛下来要大半天的时间，很耗费体力，最好带点食物补充体力，身在其中能感受到皇家的气派，值得一去的地方,5
2016-06-16,"初到北京，故宫成为我的第一站。怎么说呢？一句话总结就是:爆炸的惊喜没有，但肯定值得一去。有趣的是，期间在休息的时候，一旁有几个小伙儿在交流关于游故宫的感受，其中一个小伙儿就说，故宫一辈子来过一次就够了，用不着来第二次。算是契中我的感受吧。不过话说回来，故宫作为北京的必游景点，国家5A级旅游地，旺季成人票也才60元，性价比极高，值得一去。也许待北京飘雪的时候再去一趟又会有别样的景色呢？
穿过天安门就到了故宫的午门，也就是南门了。简单过了安检，就可以检票入园了，这里小赞下携程，网上支付订票非常方便，预定成功了直接凭身份证刷卡入园，就不用纸质票了。我的票是下午场，人不算特别多，加之故宫这么大，如果不是跟团，完全可以自己安排路线，选择人少的地方先参观。
这里给大家几点小建议:1.最好自己准备一些吃的和喝的，夏日炎炎，一场游下来喝个四五瓶水是完全有可能的，而且故宫内的物价基本是外面的2倍。我大概买了几瓶水和一点吃的就花费近50了。2.入园前，可以租一个电子导游器，上面还有故宫地形图，导游器是根据位置自动感应的，还算准确。像珍宝馆里的展品都会有相应的讲解，不知是不是设计问题，当我靠近故宫神武门出口的时候，导游器就进入最后感谢使用阶段了，就算不出园也不会继续讲解了，还有就是出来前请切记归还导游器，大家使用的时候要注意。
最后，希望正要去这的游客能够玩的开心，也做一个文明的游客，珍惜这人类共同的文化遗存。（拍照技术极其有限！）",4
2016-06-16,故宫在天安门的正北方，游览故宫是经天安门午门进入，从神武门出。因为现在从天安门到故宫是实行单向游览的方式，如果要等城楼，建议先等城楼在游览故宫，否则，就要折回，浪费时间了。故宫很大，建筑宏伟，历史悠久，想细细品味，要用上一整天的时间。来此旅游的无论团体还是个人，天南海北，很多很多。建议自买门票的时候连同租用一个自助导游讲解器，20元/个，外语好象要30元/个。讲解器没有开关按钮，配有耳机挂绳，走到指定景点，便自动检索，介绍景点的典故。周边环境嘈杂的时候还需要慢慢地仔细地聆听哦。故宫里的珍宝馆和钟表馆是另买门票的，每个票价都是20元。如果要看九龙壁，就一定要去珍宝馆，否则就错过了。,5
2016-06-05,5月31日去的，端门数字馆推荐，需要网上预约，免费的。太和殿乾清宫一线，人茫茫多，宫殿也是有些破旧，已经说不上金壁辉煌。后宫和养心殿多在整修，工期好几年，近几年是不会开放了。珍宝馆、钟表馆值得一看，里面小部分整修中，不太影响整体。电子导游器有些接触不良，如果好用，会让此行长很多知识。当然你也可以找个人肉导游，价格就不止20了。总之，故宫是北京必游景点，感受下皇家气派，体力和知识都需要提前准备，否则就是串了一堆房子。,4
2016-04-24,去北京一定要去的地方啊 从天安门进一直往前走 要玩上一天才能玩完 当然只去重要的几个殿只要半天足已 故宫博物院现在有不少馆是开放的 不过要额外收取门票 都不贵 我去了两个馆 钟表馆和珍宝馆都是10块 可以在网上可以直接先预约 很方便 另外我想说玩上一天的话记得带些吃的零食 故宫里面卖的一块三明治都要15块 另外故宫里面卖的有很多故宫特色小纪念品 价格不贵 不要以为这个故宫纪念品什么南锣鼓巷都能买到 真的没有！想买就在里面买 出来了就没有了 这个很规范 不象别的旅游景区的纪念品,5
2016-03-17,"淡季门票40元，携程提前一天23:30分之前要订好票，珍宝馆和钟表馆需进入馆内买票，各10元，租讲解器20元
我是周四去的，七点半出地铁，人已经茫茫多了，不过很多都是旅游团的，反正一路走到午门都很顺利，已经有两个团在门口排着队了，所以我也跟着排在后面，等到8点25分放行，他们旅游团进去以后还要先在门口集合，散客刷了身份证安检好以后就可以进了，目测我大概是前五个进去的，太和门里有免费地图和租讲解器，如果是自己去玩一定要租一个
参考了之前别人的攻略，进了太和门看完太和殿就直奔珍宝馆那块了，一个人独占九龙壁的感觉太好了，整个皇极殿-宁寿宫-养性殿-乐寿堂这条线都没什么人，人少的感觉太好了，照片拍的也很爽，我是带了相机去拍的，这么美的地方我个人觉得还是用相机好
从珍妃井这里出来左转就是红墙，这时候人也不多，很适合拍照
然后我又回到珍宝馆门口，旁边就是钟表馆去参观，看完出来大概11点多，去故宫餐厅吃了个饭，我吃好餐厅里的人也渐渐多起来了，这时候再去参观东六宫
很可惜的是东六宫只开了四宫，钟粹宫和景阳宫没有开，参观完出去就是御花园了，御花园里人很多，我直接穿过御花园去了西六宫
西六宫开的比东六宫更少，只开了储秀宫 翊坤宫和太极殿，养心殿也从2015年10月开始修缮，很遗憾没有参观到
之后再回到中轴线上，参观了乾清宫 交泰殿以及坤宁宫，中轴线上人就很多了，参观完又回到御花园了，这时候人比之前去已经少了很多了，然后我又沿着东边的红墙回到了太极殿，准备等快静园的时候游客少了拍几张全景，
其实来来回回走了之后发现，故宫开放的区域花一天时间细细参观还是来得及的，包括里面的各种展览，不过展览可能不是全部开放的
这次有些遗憾就等着下次再来了，下次要试试一进园直接走中轴线，享受一下人烟稀少的大宫殿，故宫绝对是值得一去再去的地方",5
2016-02-18,在国内景点中，故宫的门票属于真心不贵！故宫永远是让人流连忘返的，网上订票的流程很便捷，参观只需身份证认证就可以入内了。也减少了排队买票的时间。租借了讲解器，很方便，会自动播放。从早晨入午门，下午近五点出神武门，一路细细参观慢慢看，即使这样并未完全把故宫参观完。中午是在故宫餐厅用的餐（近钟表馆），作为国家级景点的餐厅，故宫餐厅是做的不错的。可选的饭菜和面食都有，味道也不错。故宫的纪念品做得还是很有创意的，不妨挑选一两件留作纪念。故宫五点清场，我们出了故宫，特地去了中南海附近，选择拍摄故宫角楼的最佳位置。拍完角楼，再登上景山，一览故宫的全景。红墙，琉璃瓦，角楼，筒子河，石雕，神兽……故宫永远让你想多看两眼。,5
2016-04-04,故宫也是属于北京的地标性建筑了，建筑很宏伟雄大，学生门票也非常划算淡季只要二十块，现在还有大概百分之五十二的面积没有对外开放，还是很期待以后再去的。性价比真的很好，只是要避开旺季，淡季人也还是不少。,5
2019-01-25,与紫禁城同龄。原址是明代南城的洪庆宫一部分。朱棣特意在这里为朱瞻基建了皇太孙宫。 朱瞻基当上皇帝以后，对东苑进行大规模的扩建，改称“南内”。“土木之变”之后朱祁钰便把英宗囚禁在“南内”。后来的“夺门之变”也发生在此，石亨等人拥戴朱祁镇复辟，从朱祁钰手里抢回了皇位。 1644年清军入关，统领数十万清军铁骑的是年仅32岁的多尔衮。清军入关后，多尔衮迅速迎顺治帝来京并定都北京。此时顺治帝年幼，军国大权均由多尔衮一人独揽，称摄政王。 多尔衮入京后，就居住于在明代南内基础上改建而成的睿亲王府邸中，也就是今天普渡寺的所在地。 由于多尔衮特殊的政治地位，其府邸“金碧辉煌，雕镂奇异”,5
2019-01-10,"【紫禁城】紫，天上的紫微星。禁，权利的象征。从名字上看，这就是一座集高贵与权利与一身的宫殿。从前，这座城的回忆，只属于皇帝。恢宏气派的皇家建筑，从前朝的三大殿到后廷的三宫乃至六院，都一无例外的在强调着皇权的至高无上。

看完《故宫100》和《我在故宫修文物》纪录片，就一直对这座皇城念念不忘。当看到这座城活生生在我面前，真的是好激动，以欣赏的视觉去观赏，真的太美妙了，精致到如此地步，我想，也只有绝对的皇权才能做到如此。

建议恶补历史知识，看看纪录片，然后再来参观，你看到的就不再是故宫，而是帝皇时期的紫禁城。",5
